The Verifier - November 2018. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Equipment Type,Manufacturer,Model,First Year in Use,QR/Barcode,VVPAT,Election Day Standard,Election Day Accessible,Early Voting Standard,Early Voting Accessible,Mail Ballot/Absentee Equipment,Notes on usage
"5506951275","Wisconsin","Town of Merrill (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506951275","Wisconsin","Town of Merrill (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506951275","Wisconsin","Town of Merrill (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506962950","Wisconsin","Town of Pine River (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506962950","Wisconsin","Town of Pine River (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506962950","Wisconsin","Town of Pine River (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506968825","Wisconsin","Town of Rock Falls (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506968825","Wisconsin","Town of Rock Falls (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506968825","Wisconsin","Town of Rock Falls (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506970325","Wisconsin","Town of Russell (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506970325","Wisconsin","Town of Russell (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506970325","Wisconsin","Town of Russell (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506972100","Wisconsin","Town of Schley (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506972100","Wisconsin","Town of Schley (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506972100","Wisconsin","Town of Schley (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506972300","Wisconsin","Town of Scott (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506972300","Wisconsin","Town of Scott (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506972300","Wisconsin","Town of Scott (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506974250","Wisconsin","Town of Skanawan (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506974250","Wisconsin","Town of Skanawan (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506974250","Wisconsin","Town of Skanawan (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506974725","Wisconsin","Town of Somo (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506974725","Wisconsin","Town of Somo (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506974725","Wisconsin","Town of Somo (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506980125","Wisconsin","City of Tomahawk (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506980125","Wisconsin","City of Tomahawk (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506980125","Wisconsin","City of Tomahawk (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506980150","Wisconsin","Town of Tomahawk (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506980150","Wisconsin","Town of Tomahawk (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506980150","Wisconsin","Town of Tomahawk (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5506987425","Wisconsin","Town of Wilson (Lincoln County)","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","Yes","No","Yes","",
"5506987425","Wisconsin","Town of Wilson (Lincoln County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5506987425","Wisconsin","Town of Wilson (Lincoln County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507113237","Wisconsin","Town of Cato (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507113237","Wisconsin","Town of Cato (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507113237","Wisconsin","Town of Cato (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507113750","Wisconsin","Town of Centerville (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507113750","Wisconsin","Town of Centerville (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507113750","Wisconsin","Town of Centerville (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507115400","Wisconsin","Village of Cleveland (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507115400","Wisconsin","Village of Cleveland (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507115400","Wisconsin","Village of Cleveland (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507116950","Wisconsin","Town of Cooperstown (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507116950","Wisconsin","Town of Cooperstown (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507116950","Wisconsin","Town of Cooperstown (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507122275","Wisconsin","Town of Eaton (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507122275","Wisconsin","Town of Eaton (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507122275","Wisconsin","Town of Eaton (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507127125","Wisconsin","Village of Francis Creek (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507127125","Wisconsin","Village of Francis Creek (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507127125","Wisconsin","Village of Francis Creek (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507127275","Wisconsin","Town of Franklin (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507127275","Wisconsin","Town of Franklin (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507127275","Wisconsin","Town of Franklin (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507128975","Wisconsin","Town of Gibson (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507128975","Wisconsin","Town of Gibson (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507128975","Wisconsin","Town of Gibson (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507139000","Wisconsin","Village of Kellnersville (Manitowoc County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507139000","Wisconsin","Village of Kellnersville (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507139000","Wisconsin","Village of Kellnersville (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507139525","Wisconsin","City of Kiel (Manitowoc County)","Hand-Fed Optical Scanner","Premier (Diebold)","AccuVote OS","-2000","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507139525","Wisconsin","City of Kiel (Manitowoc County)","DRE-Touchscreen","Premier (Diebold)","AccuVote TSX","2006","N/A","Yes","No","Yes","No","Yes","No","",
"5507139525","Wisconsin","City of Kiel (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507140425","Wisconsin","Town of Kossuth (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507140425","Wisconsin","Town of Kossuth (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507140425","Wisconsin","Town of Kossuth (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507143850","Wisconsin","Town of Liberty (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507143850","Wisconsin","Town of Liberty (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507143850","Wisconsin","Town of Liberty (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507148500","Wisconsin","City of Manitowoc (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","DS200","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507148500","Wisconsin","City of Manitowoc (Manitowoc County)","Ballot Marking Device","ES&S","ExpressVote","2018","Yes","N/A","No","Yes","No","Yes","No","",
"5507148500","Wisconsin","City of Manitowoc (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507148525","Wisconsin","Town of Manitowoc (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2012","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507148525","Wisconsin","Town of Manitowoc (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507148525","Wisconsin","Town of Manitowoc (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507148575","Wisconsin","Town of Manitowoc Rapids (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507148575","Wisconsin","Town of Manitowoc Rapids (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507148575","Wisconsin","Town of Manitowoc Rapids (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507148875","Wisconsin","Town of Maple Grove (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507148875","Wisconsin","Town of Maple Grove (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507148875","Wisconsin","Town of Maple Grove (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507149250","Wisconsin","Village of Maribel (Manitowoc County)","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507149250","Wisconsin","Village of Maribel (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507149250","Wisconsin","Village of Maribel (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507150625","Wisconsin","Town of Meeme (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507150625","Wisconsin","Town of Meeme (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507150625","Wisconsin","Town of Meeme (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507153325","Wisconsin","Village of Mishicot (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507153325","Wisconsin","Village of Mishicot (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507153325","Wisconsin","Village of Mishicot (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507153350","Wisconsin","Town of Mishicot (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507153350","Wisconsin","Town of Mishicot (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507153350","Wisconsin","Town of Mishicot (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507157200","Wisconsin","Town of Newton (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507157200","Wisconsin","Town of Newton (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507157200","Wisconsin","Town of Newton (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507166875","Wisconsin","Village of Reedsville (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2012","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507166875","Wisconsin","Village of Reedsville (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507166875","Wisconsin","Village of Reedsville (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507168925","Wisconsin","Town of Rockland (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2018","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507168925","Wisconsin","Town of Rockland (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507168925","Wisconsin","Town of Rockland (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507172075","Wisconsin","Town of Schleswig (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2016","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507172075","Wisconsin","Town of Schleswig (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
"5507172075","Wisconsin","Town of Schleswig (Manitowoc County)","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"5507171025","Wisconsin","Village of St. Nazianz (Manitowoc County)","Hand-Fed Optical Scanner","ES&S","Model 100","2006","N/A","N/A","Yes","No","Yes","No","Yes","",
"5507171025","Wisconsin","Village of St. Nazianz (Manitowoc County)","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","Yes","No","",
